0,-0.415
0.004,-0.405
0.008,-0.39
0.012,-0.4
0.016,-0.37
0.02,-0.34
0.024,-0.345
0.028,-0.35
0.032,-0.34
0.036,-0.32
0.04,-0.29
0.044,-0.275
0.048,-0.27
0.052,-0.26
0.056,-0.245
0.06,-0.255
0.064,-0.25
0.068,-0.245
0.072,-0.24
0.076,-0.25
0.08,-0.245
0.084,-0.24
0.088,-0.215
0.092,-0.225
0.096,-0.215
0.1,-0.225
0.104,-0.21
0.108,-0.23
0.112,-0.23
0.116,-0.25
0.12,-0.27
0.124,-0.275
0.128,-0.265
0.132,-0.27
0.136,-0.27
0.14,-0.27
0.144,-0.26
0.148,-0.255
0.152,-0.25
0.156,-0.24
0.16,-0.255
0.164,-0.275
0.168,-0.275
0.172,-0.26
0.176,-0.225
0.18,-0.22
0.184,-0.215
0.188,-0.24
0.192,-0.265
0.196,-0.27
0.2,-0.245
0.204,-0.255
0.208,-0.25
0.212,-0.255
0.216,-0.26
0.22,-0.27
0.224,-0.255
0.228,-0.265
0.232,-0.285
0.236,-0.275
0.24,-0.28
0.244,-0.26
0.248,-0.26
0.252,-0.28
0.256,-0.265
0.26,-0.27
0.264,-0.27
0.268,-0.26
0.272,-0.28
0.276,-0.26
0.28,-0.255
0.284,-0.265
0.288,-0.27
0.292,-0.27
0.296,-0.26
0.3,-0.29
0.304,-0.3
0.308,-0.27
0.312,-0.185
0.316,-0.115
0.32,0
0.324,0.14
0.328,0.255
0.332,0.365
0.336,0.395
0.34,0.32
0.344,0.14
0.348,-0.035
0.352,-0.15
0.356,-0.225
0.36,-0.245
0.364,-0.255
0.368,-0.275
0.372,-0.305
0.376,-0.29
0.38,-0.315
0.384,-0.295
0.388,-0.32
0.392,-0.32
0.396,-0.33
0.4,-0.335
0.404,-0.335
0.408,-0.33
0.412,-0.32
0.416,-0.335
0.42,-0.325
0.424,-0.355
0.428,-0.36
0.432,-0.36
0.436,-0.38
0.44,-0.38
0.444,-0.395
0.448,-0.4
0.452,-0.39
0.456,-0.405
0.46,-0.44
0.464,-0.415
0.468,-0.435
0.472,-0.445
0.476,-0.46
0.48,-0.45
0.484,-0.455
0.488,-0.46
0.492,-0.465
0.496,-0.455
0.5,-0.45
0.504,-0.46
0.508,-0.45
0.512,-0.415
0.516,-0.415
0.52,-0.39
0.524,-0.395
0.528,-0.355
0.532,-0.33
0.536,-0.33
0.54,-0.33
0.544,-0.325
0.548,-0.295
0.552,-0.29
0.556,-0.3
0.56,-0.295
0.564,-0.28
0.568,-0.28
0.572,-0.265
0.576,-0.29
0.58,-0.28
0.584,-0.29
0.588,-0.28
0.592,-0.29
0.596,-0.28
0.6,-0.29
0.604,-0.29
0.608,-0.285
0.612,-0.31
0.616,-0.305
0.62,-0.33
0.624,-0.32
0.628,-0.315
0.632,-0.32
0.636,-0.32
0.64,-0.34
0.644,-0.32
0.648,-0.31
0.652,-0.3
0.656,-0.305
0.66,-0.31
0.664,-0.295
0.668,-0.29
0.672,-0.285
0.676,-0.29
0.68,-0.26
0.684,-0.295
0.688,-0.3
0.692,-0.315
0.696,-0.32
0.7,-0.31
0.704,-0.315
0.708,-0.33
0.712,-0.335
0.716,-0.32
0.72,-0.32
0.724,-0.315
0.728,-0.315
0.732,-0.3
0.736,-0.315
0.74,-0.3
0.744,-0.3
0.748,-0.305
0.752,-0.32
0.756,-0.305
0.76,-0.305
0.764,-0.32
0.768,-0.315
0.772,-0.33
0.776,-0.315
0.78,-0.32
0.784,-0.315
0.788,-0.305
0.792,-0.29
0.796,-0.285
0.8,-0.32
0.804,-0.33
0.808,-0.31
0.812,-0.24
0.816,-0.1
0.82,0.065
0.824,0.26
0.828,0.425
0.832,0.53
0.836,0.565
0.84,0.46
0.844,0.275
0.848,0.075
0.852,-0.05
0.856,-0.145
0.86,-0.225
0.864,-0.275
0.868,-0.3
0.872,-0.32
0.876,-0.33
0.88,-0.33
0.884,-0.34
0.888,-0.345
0.892,-0.35
0.896,-0.36
0.9,-0.375
0.904,-0.37
0.908,-0.38
0.912,-0.4
0.916,-0.395
0.92,-0.405
0.924,-0.42
0.928,-0.425
0.932,-0.415
0.936,-0.42
0.94,-0.43
0.944,-0.45
0.948,-0.445
0.952,-0.45
0.956,-0.46
0.96,-0.49
0.964,-0.46
0.968,-0.485
0.972,-0.485
0.976,-0.495
0.98,-0.515
0.984,-0.51
0.988,-0.515
0.992,-0.505
0.996,-0.52
1,-0.495
1.004,-0.49
1.008,-0.495
1.012,-0.475
1.016,-0.465
1.02,-0.445
1.024,-0.425
1.028,-0.4
1.032,-0.375
1.036,-0.335
1.04,-0.365
1.044,-0.33
1.048,-0.315
1.052,-0.315
1.056,-0.31
1.06,-0.295
1.064,-0.285
1.068,-0.3
1.072,-0.28
1.076,-0.27
1.08,-0.28
1.084,-0.265
1.088,-0.26
1.092,-0.285
1.096,-0.29
1.1,-0.3
1.104,-0.28
1.108,-0.29
1.112,-0.31
1.116,-0.34
1.12,-0.345
1.124,-0.345
1.128,-0.335
1.132,-0.345
1.136,-0.34
1.14,-0.36
1.144,-0.33
1.148,-0.305
1.152,-0.285
1.156,-0.255
1.16,-0.255
1.164,-0.27
1.168,-0.28
1.172,-0.245
1.176,-0.225
1.18,-0.22
1.184,-0.235
1.188,-0.27
1.192,-0.28
1.196,-0.305
1.2,-0.285
1.204,-0.3
1.208,-0.31
1.212,-0.3
1.216,-0.31
1.22,-0.3
1.224,-0.295
1.228,-0.29
1.232,-0.285
1.236,-0.305
1.24,-0.295
1.244,-0.31
1.248,-0.27
1.252,-0.285
1.256,-0.265
1.26,-0.28
1.264,-0.29
1.268,-0.26
1.272,-0.26
1.276,-0.26
1.28,-0.26
1.284,-0.27
1.288,-0.265
1.292,-0.27
1.296,-0.245
1.3,-0.25
1.304,-0.24
1.308,-0.185
1.312,-0.085
1.316,0.045
1.32,0.225
1.324,0.42
1.328,0.575
1.332,0.635
1.336,0.585
1.34,0.435
1.344,0.22
1.348,0.015
1.352,-0.1
1.356,-0.2
1.36,-0.23
